Wall time,Step,Value
1531460930.6065702,0,287.8780822753906
1531461048.6060615,1000,144.90699768066406
1531461166.590816,2000,101.13105773925781
1531461285.2945313,3000,185.80747985839844
1531461403.8901627,4000,234.38003540039062
1531461522.500485,5000,48.67791748046875
1531461641.0847285,6000,49.256351470947266
1531461759.690116,7000,15.04605484008789
1531461878.4975824,8000,161.36376953125
1531461997.3656323,9000,170.16380310058594
1531462115.898175,10000,23.201522827148438
1531462233.9443874,11000,9.686574935913086
1531462351.7348523,12000,40.711673736572266
1531462469.6369543,13000,36.02914047241211
1531462587.3545692,14000,24.716020584106445
1531462705.2233431,15000,22.05863380432129
1531462822.9367592,16000,370.3708801269531
1531462940.685688,17000,10.802390098571777
1531463058.3593276,18000,146.99658203125
1531463175.9667299,19000,12.84527587890625
1531463293.6099842,20000,14.304267883300781
1531463411.1682596,21000,183.0931854248047
1531463528.7068286,22000,34.08329772949219
1531463646.787433,23000,180.5631561279297
1531463764.4009933,24000,14.023879051208496
1531463882.2957654,25000,20.59218978881836
1531464000.4769154,26000,6.676544666290283
1531464118.6313915,27000,15.111108779907227
1531464236.5329964,28000,9.630810737609863
1531464354.41583,29000,7.002145767211914
1531464472.3470938,30000,18.755477905273438
1531464590.2205343,31000,10.002349853515625
1531464707.7367103,32000,11.264078140258789
1531464825.5590322,33000,255.0272216796875
1531464944.4029703,34000,10.480293273925781
1531465063.2832308,35000,21.056636810302734
1531465182.1612754,36000,9.420076370239258
1531465301.0505261,37000,6.6634368896484375
1531465419.8412025,38000,13.857486724853516
1531465538.7532098,39000,4.629782199859619
1531465657.5278397,40000,10.020967483520508
1531465776.3494625,41000,15.803775787353516
1531465895.056298,42000,3.6647706031799316
1531466013.99948,43000,7.524547576904297
1531466132.7632246,44000,6.876424789428711
1531466251.6557448,45000,10.991196632385254
1531466370.387578,46000,5.78394079208374
1531466489.3135903,47000,6.225902080535889
1531466608.178447,48000,22.329328536987305
1531466727.0590732,49000,19.960369110107422
1531466845.7758524,50000,9.016918182373047
