Wall time,Step,Value
1531486890.5934367,0,337.8356018066406
1531487005.9630096,1000,134.64138793945312
1531487121.1731548,2000,87.81437683105469
1531487236.628378,3000,249.32174682617188
1531487351.8343515,4000,24.59844970703125
1531487466.8951972,5000,228.4739990234375
1531487581.8596745,6000,25.117774963378906
1531487696.897426,7000,47.53477478027344
1531487811.8451447,8000,169.31002807617188
1531487927.0115025,9000,212.56878662109375
1531488042.0948813,10000,28.982791900634766
1531488156.9967809,11000,24.932941436767578
1531488271.9288132,12000,21.317644119262695
1531488386.756702,13000,14.136512756347656
1531488501.6235597,14000,31.952600479125977
1531488616.5432746,15000,9.869935989379883
1531488731.7143793,16000,41.233604431152344
1531488846.8838804,17000,24.556976318359375
1531488961.807865,18000,21.980594635009766
1531489076.9509556,19000,4.999422073364258
1531489192.019562,20000,154.01686096191406
1531489309.6067898,21000,11.749184608459473
1531489437.6121123,22000,13.305391311645508
1531489556.0287056,23000,10.169122695922852
1531489678.3730664,24000,9.003643035888672
1531489804.698578,25000,8.94835376739502
1531489934.9862406,26000,12.952524185180664
1531490061.6646614,27000,4.321436405181885
1531490181.6975553,28000,9.704219818115234
1531490297.3695116,29000,137.39337158203125
1531490412.9469857,30000,12.690372467041016
1531490527.9658897,31000,10.450284957885742
1531490642.703656,32000,31.04995346069336
1531490757.386712,33000,10.944170951843262
1531490872.1815805,34000,9.265846252441406
1531490986.8727818,35000,8.516711235046387
1531491101.4279997,36000,8.9774751663208
1531491216.2899601,37000,11.466635704040527
1531491331.0334153,38000,12.130690574645996
1531491445.7277002,39000,6.543919563293457
1531491560.4580264,40000,7.729348182678223
1531491675.1168396,41000,9.02922248840332
1531491789.8731666,42000,11.845954895019531
1531491904.4705915,43000,129.2122802734375
1531492018.9581878,44000,15.835226058959961
1531492133.6465492,45000,9.455083847045898
1531492248.2365825,46000,256.80291748046875
1531492362.9257388,47000,24.27033233642578
1531492477.7114296,48000,21.280574798583984
1531492592.4258432,49000,160.45458984375
1531492707.194965,50000,9.013256072998047
